Date,Price,Signal,Year,Open,High,Low,Close,Adj Close,Volume
1991-11-08,,,,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.12714619934558868,176057600
1991-11-11,,,,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.12714619934558868,23718400
1991-11-12,,,,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.1445309966802597,0.12714619934558868,26195200
1991-11-13,,,,0.1445309966802597,0.1445309966802597,0.140625,0.140625,0.12371008843183517,38118400
1991-11-14,,,,0.13085900247097015,0.1367190033197403,0.13085900247097015,0.1367190033197403,0.12027394026517868,41670400
1991-11-15,,,,0.1367190033197403,0.1367190033197403,0.1289059966802597,0.1289059966802597,0.1134006679058075,43494400
1991-11-18,,,,0.12695300579071045,0.1289059966802597,0.11914099752902985,0.1210940033197403,0.10652834177017212,17747200
1991-11-19,,,,0.1210940033197403,0.125,0.1171879991889,0.1210940033197403,0.10652834177017212,19916800
1991-11-20,,,,0.12304700165987015,0.12304700165987015,0.1210940033197403,0.12304700165987015,0.10824641585350037,1945600
1991-11-21,,,,0.1210940033197403,0.1210940033197403,0.1171879991889,0.1171879991889,0.10309215635061264,3366400
1991-11-22,,,,0.1171879991889,0.1171879991889,0.109375,0.11132799834012985,0.09793703258037567,5222400
1991-11-25,,,,0.1132809966802597,0.1210940033197403,0.109375,0.11523400247097015,0.10137318074703217,11315200
1991-11-26,,,,0.1171879991889,0.11914099752902985,0.11523400247097015,0.11523400247097015,0.10137318074703217,6585600
1991-11-27,,,,0.1171879991889,0.11914099752902985,0.1171879991889,0.11914099752902985,0.10481023043394089,6758400
1991-11-29,,,,0.1171879991889,0.1210940033197403,0.1171879991889,0.1210940033197403,0.10652834177017212,1971200
1991-12-02,,,,0.11914099752902985,0.1289059966802597,0.11914099752902985,0.12304700165987015,0.10824641585350037,4070400
1991-12-03,,,,0.125,0.12695300579071045,0.12304700165987015,0.12695300579071045,0.11168259382247925,4454400
1991-12-04,,,,0.1289059966802597,0.140625,0.1289059966802597,0.13085900247097015,0.11511871963739395,19648000
1991-12-05,,,,0.1289059966802597,0.1367190033197403,0.12695300579071045,0.13476599752902985,0.11855578422546387,10099200
1991-12-06,,,,0.13476599752902985,0.13476599752902985,0.1328130066394806,0.13476599752902985,0.11855578422546387,2899200
1991-12-09,,,,0.13476599752902985,0.13476599752902985,0.1328130066394806,0.1328130066394806,0.1168377697467804,4716800
1991-12-10,,,,0.13085900247097015,0.13085900247097015,0.12695300579071045,0.12695300579071045,0.11168259382247925,4748800
1991-12-11,,,,0.12695300579071045,0.1289059966802597,0.12304700165987015,0.12304700165987015,0.10824641585350037,3961600
1991-12-12,,,,0.125,0.1289059966802597,0.1210940033197403,0.12695300579071045,0.11168259382247925,3955200
1991-12-13,,,,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.13085900247097015,0.11511871963739395,3014400
1991-12-16,,,,0.1328130066394806,0.1328130066394806,0.1289059966802597,0.13085900247097015,0.11511871963739395,5510400
1991-12-17,,,,0.1289059966802597,0.1289059966802597,0.12695300579071045,0.12695300579071045,0.11168259382247925,2195200
1991-12-18,,,,0.12695300579071045,0.12695300579071045,0.1210940033197403,0.12304700165987015,0.10824641585350037,3974400
